Geslacht;Bedrijfstakken/branches (SBI 2008);Perioden;Onderwerp;Type werkenden;Waarde
Vrouwen;R Cultuur, sport en recreatie;2015;Gewerkte uren;Werknemers;57
Vrouwen;R Cultuur, sport en recreatie;2015;Gewerkte uren;Zelfstandigen;50
Vrouwen;R Cultuur, sport en recreatie;2016;Werkzame personen;Werknemers;55
Vrouwen;R Cultuur, sport en recreatie;2016;Werkzame personen;Zelfstandigen;28
Vrouwen;R Cultuur, sport en recreatie;2016;Banen;Werknemers;67
Vrouwen;R Cultuur, sport en recreatie;2016;Banen;Zelfstandigen;40
Vrouwen;R Cultuur, sport en recreatie;2016;Arbeidsjaren;Werknemers;35
Vrouwen;R Cultuur, sport en recreatie;2016;Arbeidsjaren;Zelfstandigen;27
Vrouwen;R Cultuur, sport en recreatie;2016;Gewerkte uren;Werknemers;59
Vrouwen;R Cultuur, sport en recreatie;2016;Gewerkte uren;Zelfstandigen;58
Vrouwen;R Cultuur, sport en recreatie;2017;Werkzame personen;Werknemers;57
Vrouwen;R Cultuur, sport en recreatie;2017;Werkzame personen;Zelfstandigen;29
Vrouwen;R Cultuur, sport en recreatie;2017;Banen;Werknemers;69
Vrouwen;R Cultuur, sport en recreatie;2017;Banen;Zelfstandigen;42
Vrouwen;R Cultuur, sport en recreatie;2017;Arbeidsjaren;Werknemers;37
Vrouwen;R Cultuur, sport en recreatie;2017;Arbeidsjaren;Zelfstandigen;27
Vrouwen;R Cultuur, sport en recreatie;2017;Gewerkte uren;Werknemers;61
Vrouwen;R Cultuur, sport en recreatie;2017;Gewerkte uren;Zelfstandigen;56
Vrouwen;R Cultuur, sport en recreatie;2018;Werkzame personen;Werknemers;59
Vrouwen;R Cultuur, sport en recreatie;2018;Werkzame personen;Zelfstandigen;30
Vrouwen;R Cultuur, sport en recreatie;2018;Banen;Werknemers;72
Vrouwen;R Cultuur, sport en recreatie;2018;Banen;Zelfstandigen;43
Vrouwen;R Cultuur, sport en recreatie;2018;Arbeidsjaren;Werknemers;38
Vrouwen;R Cultuur, sport en recreatie;2018;Arbeidsjaren;Zelfstandigen;28
Vrouwen;R Cultuur, sport en recreatie;2018;Gewerkte uren;Werknemers;64
Vrouwen;R Cultuur, sport en recreatie;2018;Gewerkte uren;Zelfstandigen;58
Vrouwen;S Overige dienstverlening;2013;Werkzame personen;Werknemers;81
Vrouwen;S Overige dienstverlening;2013;Werkzame personen;Zelfstandigen;57
Vrouwen;S Overige dienstverlening;2013;Banen;Werknemers;87
Vrouwen;S Overige dienstverlening;2013;Banen;Zelfstandigen;78
Vrouwen;S Overige dienstverlening;2013;Arbeidsjaren;Werknemers;58
Vrouwen;S Overige dienstverlening;2013;Arbeidsjaren;Zelfstandigen;53
Vrouwen;S Overige dienstverlening;2013;Gewerkte uren;Werknemers;92
Vrouwen;S Overige dienstverlening;2013;Gewerkte uren;Zelfstandigen;107
Vrouwen;S Overige dienstverlening;2014;Werkzame personen;Werknemers;79
Vrouwen;S Overige dienstverlening;2014;Werkzame personen;Zelfstandigen;59
Vrouwen;S Overige dienstverlening;2014;Banen;Werknemers;86
Vrouwen;S Overige dienstverlening;2014;Banen;Zelfstandigen;80
Vrouwen;S Overige dienstverlening;2014;Arbeidsjaren;Werknemers;57
Vrouwen;S Overige dienstverlening;2014;Arbeidsjaren;Zelfstandigen;54
Vrouwen;S Overige dienstverlening;2014;Gewerkte uren;Werknemers;91
Vrouwen;S Overige dienstverlening;2014;Gewerkte uren;Zelfstandigen;107
Vrouwen;S Overige dienstverlening;2015;Werkzame personen;Werknemers;76
Vrouwen;S Overige dienstverlening;2015;Werkzame personen;Zelfstandigen;60
Vrouwen;S Overige dienstverlening;2015;Banen;Werknemers;83
Vrouwen;S Overige dienstverlening;2015;Banen;Zelfstandigen;83
Vrouwen;S Overige dienstverlening;2015;Arbeidsjaren;Werknemers;55
Vrouwen;S Overige dienstverlening;2015;Arbeidsjaren;Zelfstandigen;56
Vrouwen;S Overige dienstverlening;2015;Gewerkte uren;Werknemers;88
Vrouwen;S Overige dienstverlening;2015;Gewerkte uren;Zelfstandigen;113
Vrouwen;S Overige dienstverlening;2016;Werkzame personen;Werknemers;78
Vrouwen;S Overige dienstverlening;2016;Werkzame personen;Zelfstandigen;62
Vrouwen;S Overige dienstverlening;2016;Banen;Werknemers;84
Vrouwen;S Overige dienstverlening;2016;Banen;Zelfstandigen;86
Vrouwen;S Overige dienstverlening;2016;Arbeidsjaren;Werknemers;55
Vrouwen;S Overige dienstverlening;2016;Arbeidsjaren;Zelfstandigen;58
Vrouwen;S Overige dienstverlening;2016;Gewerkte uren;Werknemers;90
Vrouwen;S Overige dienstverlening;2016;Gewerkte uren;Zelfstandigen;120
Vrouwen;S Overige dienstverlening;2017;Werkzame personen;Werknemers;79
Vrouwen;S Overige dienstverlening;2017;Werkzame personen;Zelfstandigen;64
Vrouwen;S Overige dienstverlening;2017;Banen;Werknemers;85
Vrouwen;S Overige dienstverlening;2017;Banen;Zelfstandigen;89
Vrouwen;S Overige dienstverlening;2017;Arbeidsjaren;Werknemers;56
Vrouwen;S Overige dienstverlening;2017;Arbeidsjaren;Zelfstandigen;61
Vrouwen;S Overige dienstverlening;2017;Gewerkte uren;Werknemers;92
Vrouwen;S Overige dienstverlening;2017;Gewerkte uren;Zelfstandigen;122
Vrouwen;S Overige dienstverlening;2018;Werkzame personen;Werknemers;81
Vrouwen;S Overige dienstverlening;2018;Werkzame personen;Zelfstandigen;65
Vrouwen;S Overige dienstverlening;2018;Banen;Werknemers;87
Vrouwen;S Overige dienstverlening;2018;Banen;Zelfstandigen;91
Vrouwen;S Overige dienstverlening;2018;Arbeidsjaren;Werknemers;58
Vrouwen;S Overige dienstverlening;2018;Arbeidsjaren;Zelfstandigen;62
Vrouwen;S Overige dienstverlening;2018;Gewerkte uren;Werknemers;95
Vrouwen;S Overige dienstverlening;2018;Gewerkte uren;Zelfstandigen;122
Vrouwen;T Huishoudens;2013;Werkzame personen;Werknemers;17
Vrouwen;T Huishoudens;2013;Werkzame personen;Zelfstandigen;0
Vrouwen;T Huishoudens;2013;Banen;Werknemers;33
Vrouwen;T Huishoudens;2013;Banen;Zelfstandigen;0
Vrouwen;T Huishoudens;2013;Arbeidsjaren;Werknemers;12
Vrouwen;T Huishoudens;2013;Arbeidsjaren;Zelfstandigen;0
Vrouwen;T Huishoudens;2013;Gewerkte uren;Werknemers;19
Vrouwen;T Huishoudens;2013;Gewerkte uren;Zelfstandigen;0
Vrouwen;T Huishoudens;2014;Werkzame personen;Werknemers;18
Vrouwen;T Huishoudens;2014;Werkzame personen;Zelfstandigen;0
Vrouwen;T Huishoudens;2014;Banen;Werknemers;33
Vrouwen;T Huishoudens;2014;Banen;Zelfstandigen;0
Vrouwen;T Huishoudens;2014;Arbeidsjaren;Werknemers;12
Vrouwen;T Huishoudens;2014;Arbeidsjaren;Zelfstandigen;0
Vrouwen;T Huishoudens;2014;Gewerkte uren;Werknemers;19
Vrouwen;T Huishoudens;2014;Gewerkte uren;Zelfstandigen;0
Vrouwen;T Huishoudens;2015;Werkzame personen;Werknemers;18
Vrouwen;T Huishoudens;2015;Werkzame personen;Zelfstandigen;0
Vrouwen;T Huishoudens;2015;Banen;Werknemers;34
Vrouwen;T Huishoudens;2015;Banen;Zelfstandigen;0
Vrouwen;T Huishoudens;2015;Arbeidsjaren;Werknemers;11
Vrouwen;T Huishoudens;2015;Arbeidsjaren;Zelfstandigen;0
Vrouwen;T Huishoudens;2015;Gewerkte uren;Werknemers;18
Vrouwen;T Huishoudens;2015;Gewerkte uren;Zelfstandigen;0
Vrouwen;T Huishoudens;2016;Werkzame personen;Werknemers;19
Vrouwen;T Huishoudens;2016;Werkzame personen;Zelfstandigen;0
Vrouwen;T Huishoudens;2016;Banen;Werknemers;34
Vrouwen;T Huishoudens;2016;Banen;Zelfstandigen;0
Vrouwen;T Huishoudens;2016;Arbeidsjaren;Werknemers;12
Vrouwen;T Huishoudens;2016;Arbeidsjaren;Zelfstandigen;0
Vrouwen;T Huishoudens;2016;Gewerkte uren;Werknemers;19
Vrouwen;T Huishoudens;2016;Gewerkte uren;Zelfstandigen;0
Vrouwen;T Huishoudens;2017;Werkzame personen;Werknemers;20
Vrouwen;T Huishoudens;2017;Werkzame personen;Zelfstandigen;0
Vrouwen;T Huishoudens;2017;Banen;Werknemers;35
Vrouwen;T Huishoudens;2017;Banen;Zelfstandigen;0
Vrouwen;T Huishoudens;2017;Arbeidsjaren;Werknemers;13
Vrouwen;T Huishoudens;2017;Arbeidsjaren;Zelfstandigen;0
Vrouwen;T Huishoudens;2017;Gewerkte uren;Werknemers;21
Vrouwen;T Huishoudens;2017;Gewerkte uren;Zelfstandigen;0
Vrouwen;T Huishoudens;2018;Werkzame personen;Werknemers;21
Vrouwen;T Huishoudens;2018;Werkzame personen;Zelfstandigen;0
Vrouwen;T Huishoudens;2018;Banen;Werknemers;36
Vrouwen;T Huishoudens;2018;Banen;Zelfstandigen;0
Vrouwen;T Huishoudens;2018;Arbeidsjaren;Werknemers;13
Vrouwen;T Huishoudens;2018;Arbeidsjaren;Zelfstandigen;0
Vrouwen;T Huishoudens;2018;Gewerkte uren;Werknemers;23
Vrouwen;T Huishoudens;2018;Gewerkte uren;Zelfstandigen;0
